road_id,pixel_hue,pixel_satu,pixel_ligh,pixel_egde,pixel_thre,beautiful,boring,depressing,lively,safety,wealthy,seg_building,seg_sky,seg_floor,seg_tree,seg_ceiling,seg_road,seg_bed,seg_windowpane,seg_grass,seg_cabinet,seg_sidewalk,seg_person,seg_earth,seg_door,seg_table,seg_mountain,seg_plant,seg_curtain,seg_chair,seg_car,seg_water,seg_painting,seg_sofa,seg_shelf,seg_house,seg_sea,seg_mirror,seg_rug,seg_field,seg_armchair,seg_seat,seg_fence,seg_desk,seg_rock,seg_wardrobe,seg_lamp,seg_bathtub,seg_railing,seg_cushion,seg_base,seg_box,seg_column,seg_signboard,seg_chest of drawers,seg_counter,seg_sand,seg_sink,seg_skyscraper,seg_fireplace,seg_refrigerator,seg_grandstand,seg_path,seg_stairs,seg_runway,seg_case,seg_pool table,seg_pillow,seg_screen door,seg_stairway,seg_river,seg_bridge,seg_bookcase,seg_blind,seg_coffee table,seg_toilet,seg_flower,seg_book,seg_hill,seg_bench,seg_countertop,seg_stove,seg_palm,seg_kitchen island,seg_computer,seg_swivel chair,seg_boat,seg_bar,seg_arcade machine,seg_hovel,seg_bus,seg_towel,seg_light,seg_truck,seg_tower,seg_chandelier,seg_awning,seg_streetlight,seg_booth,seg_television receiver,seg_airplane,seg_dirt track,seg_apparel,seg_pole,seg_land,seg_bannister,seg_escalator,seg_ottoman,seg_bottle,seg_buffet,seg_poster,seg_stage,seg_van,seg_ship,seg_fountain,seg_conveyer belt,seg_canopy,seg_washer,seg_plaything,seg_swimming pool,seg_stool,seg_barrel,seg_basket,seg_waterfall,seg_tent,seg_bag,seg_minibike,seg_cradle,seg_oven,seg_ball,seg_food,seg_step,seg_tank,seg_trade name,seg_microwave,seg_pot,seg_animal,seg_bicycle,seg_lake,seg_dishwasher,seg_screen,seg_blanket,seg_sculpture,seg_hood,seg_sconce,seg_vase,seg_traffic light,seg_tray,seg_ashcan,seg_fan,seg_pier,seg_crt screen,seg_plate,seg_monitor,seg_bulletin board,seg_shower,seg_radiator,seg_glass,seg_clock,seg_flag,obj_person,obj_traffic light,obj_fire hydrant,obj_street sign,obj_stop sign,obj_parking meter,obj_bench,obj_bird,obj_cat,obj_dog,obj_horse,obj_bicycle,obj_sheep,obj_cow,obj_elephant,obj_bear,obj_zebra,obj_giraffe,obj_hat,obj_backpack,obj_umbrella,obj_shoe,obj_car,obj_eye glasses,obj_handbag,obj_tie,obj_suitcase,obj_frisbee,obj_skis,obj_snowboard,obj_sports ball,obj_kite,obj_baseball bat,obj_motorcycle,obj_baseball glove,obj_skateboard,obj_surfboard,obj_tennis racket,obj_bottle,obj_plate,obj_wine glass,obj_cup,obj_fork,obj_knife,obj_airplane,obj_spoon,obj_bowl,obj_banana,obj_apple,obj_sandwich,obj_orange,obj_broccoli,obj_carrot,obj_hot dog,obj_pizza,obj_bus,obj_donut,obj_cake,obj_chair,obj_couch,obj_potted plant,obj_bed,obj_mirror,obj_dining table,obj_window,obj_desk,obj_train,obj_toilet,obj_door,obj_tv,obj_laptop,obj_mouse,obj_remote,obj_keyboard,obj_cell phone,obj_microwave,obj_oven,obj_truck,obj_toaster,obj_sink,obj_refrigerator,obj_blender,obj_book,obj_clock,obj_vase,obj_scissors,obj_teddy bear,obj_hair drier,obj_boat,obj_toothbrush
1750,0.590849113,0.132840394,0.66341883,0.272160328,0.275370846,0.711895544,0.685215767,0.307653659,0.561968199,0.561681061,0.711355898,0.17480694,0.702718793,0,0.032633144,0,0.912289099,0,0,0,0,0.049782997,0.000884173,0,0,0,0,0,0,0,0.113034072,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.016949153,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1875,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01980198,0,0,0,0,0,0,0,0,0,0,0.025641026,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1751,0.423512542,0.116877843,0.605404327,0.274184967,0.165827853,0.449347205,0.505739809,0.494155649,0.545498705,0.584847696,0.496152953,0.314311503,0.534431435,0,0.017485672,0,0.244904471,0,0,0.03910743,0,0.061781976,0.014146773,0,0,0,0,0.032360873,0,0,0.088426176,0,0,0,0,0,0,0,0,0,0,0,0.220764273,0,0,0,0,0,0,0,0,0,0,0.002365264,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001810891,0,0,0,0,0,0,0,0,0,0,0.021442495,0,0,0,0,0,0.022251891,0,0,0,0,0,0,0,0,0.090506975,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.004122767,0,0,0,0,0,0,0,0,0,0,0.008912656,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.027777778,0,0,0,0,0,0,0,0,0,0,0.04620462,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.066666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1752,0.444771211,0.168254793,0.457083722,0.324182189,0.262834938,0.610381294,0.297200817,0.42244385,0.315420369,0.606441459,0.511177544,0.147803631,0.371055765,0,0.327932599,0,0.764987436,0,0,0.005060962,0,0.063824355,0.016357206,0,0,0,0,0.126133856,0,0,0.094983775,0,0,0,0,0,0,0,0,0,0,0,0.013035221,0,0,0,0,0,0.002990654,0,0,0,0,0.002660922,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.021929825,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.16E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1875,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.062706271,0,0,0,0,0,0,0,0,0,0,0.025641026,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1753,0.703521109,0.106934223,0.460271201,0.295010127,0.175038788,0.593922704,0.503906573,0.463703747,0.546810671,0.526581085,0.504799576,0.178868719,0.469239929,0,0.194502688,0,0.806150532,0,0,0.007821486,0,0.129180495,0.011052166,0,0,0,0,0.021451336,0,0,0.148458626,0,0,0,0,0,0,0,0,0,0,0,0.007251381,0,0,0,0,0,0,0,0,0,0,0.001520527,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000585309,0,0,0.000121921,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.002381763,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000458085,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.008547009,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01980198,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.022727273,0,0,0,0,0,0,0,0,0,0,0,0
1754,0.498345153,0.245437836,0.507380254,0.545619203,0.411939538,0.481395086,0.453764061,0.71476558,0.58696284,0.571222167,0.380048051,0.151890482,0.195177615,0.028287293,0.458770157,0,0.42766543,0,0,0,0,0.086290528,0.00132626,0.007416962,0,0,0,0.003309635,0,0,0.162385073,0.088082152,0,0,0,0,0,0,0,0,0,0,0.003453039,0,0,0,0,0,0.001495327,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001115947,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.002910361,0,0,0,0,0,0,0.008534504,0,0,0,0.058479532,0,0,0,0,0,0.058744993,0,0,0,0,0.206208426,0,0,0,0.000170126,0,0,0,0,0,0,0.826589595,0,0,0,0,0,0.005892256,0.000163132,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.097087379,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1755,0.513236237,0.240762579,0.398560666,0.497362497,0.476444122,0.437154228,0.312963832,0.371045576,0.310977475,0.494286464,0.331823734,0.351820279,0.134153602,0,0.219587511,0,0.090223765,0,0,0.010582011,0,0.070462088,0.000884173,0,0,0,0,0.083598921,0,0,0.070578691,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000892758,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.374269006,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.027777778,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1756,0.616003237,0.1688515,0.73876287,0.274908954,0.324654673,0.521604422,0.588294037,0.468772838,0.548021037,0.58471211,0.57839753,0.152559088,0.665145201,0,0.087530022,0,0.340233736,0,0,0.001533625,0,0.015573143,0.080901857,0.012791573,0,0,0,0.030808205,0.071004159,0,0.162385073,0,0,0,0,0,0,0,0,0,0,0,0.030904696,0,0,0,0,0,0.003862928,0,0,0,0,0.002111843,0,0,0,0,0.094396552,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001810891,0,0,0,0,0,0,0,0,0,0,0.005847953,0,0,0,0,0,0.020916778,0,0,0,0,0,0,0.001336005,0,5.67E-05,0,0,0,0,0,0,0,0,0,0,0,0,0.000561167,0.120065253,0,0,0,0,0,0,0,0,0,0,0.002672164,0,0,0,0,0,0,0,0,0.003787879,0,0.024064171,0,0,0,0,0,0,0,0,0,0,0.002457002,0.008547009,0,0,0,0,0,0,0,0,0,0,0.111111111,0,0,0,0,0,0,0,0,0,0,0.184818482,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.022727273,0,0,0,0,0,0,0,0,0,0,0,0
1757,0.633020194,0.121904053,0.612746348,0.330813128,0.193402254,0.490788831,0.572907505,0.308045719,0.353186496,0.451936359,0.318552248,0.29254839,0.384137064,0,0.105066524,0,0.692034622,0,0,0.016256422,0,0.089864692,0.010315355,0,0,0,0,0.00261502,0,0,0.060393005,0,0,0,0,0,0,0,0,0,0,0,0.21961326,0,0,0,0,0,0.001246106,0,0,0,0,0.001520527,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000371982,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.015521925,0,0,0,0,0,0,0,0,0,0,0.001949318,0,0,0,0,0,0.00623053,0,0,0,0,0,0,0,0,0.007598957,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.003511987,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.102564103,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.03630363,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1758,0.654136416,0.243341282,0.446964507,0.530998446,0.378451218,0.540708251,0.318632424,0.525320271,0.434893377,0.573180338,0.364850685,0.457660549,0.036779784,0,0.271027919,0,0.218898329,0,0,0,0,0.254957025,0.035366932,0,0,0,0,0,0,0,0.085812151,0,0,0,0,0,0,0,0,0,0,0,0.020372928,0,0,0,0,0,0,0,0,0,0,0.003210002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00468247,0,0,0,0,0,0,0,0,0,0,0,0,0.018691589,0,0,0,0,0,0,0.000668003,0,0.00453669,0,0.098522167,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.007940144,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.230769231,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00660066,0,0.25,0,0,0,0,0,0,0,0,0.025641026,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1759,0.845549558,0.31727657,0.39639617,0.521402807,0.701032709,0.523162775,0.4498023,0.386778192,0.471731251,0.623580807,0.358483165,0.48280012,0.053515909,0,0.132464133,0,0.475050856,0,0,0,0,0.197344907,0.030651341,0,0,0,0,0,0,0,0.162430142,0,0,0,0,0,0,0,0,0,0,0,0.068945672,0,0,0,0,0,0,0,0,0,0,0.043081602,0,0,0,0,0,0,0,0,0,0.002554278,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.05768982,0,0,0,0.007706565,0,0,0,0,0,0,0.001949318,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.002835432,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000652529,0,0,0,0,0,0,0,0,0,0,0.007787448,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.102564103,0,0,0,0,0,0,0,0,0,0,0.027777778,0,0,0,0,0,0,0,0,0,0,0.102310231,0,0,0,0,0,0,0,0,0,0,0.025641026,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1760,0.48572249,0.211433465,0.378382806,0.512330515,0.370749666,0.430017986,0.373594907,0.441930295,0.514580615,0.482014787,0.388674202,0.572560425,0.024310379,0,0.19938241,0,0.277491923,0,0,0,0,0.241000766,0.125994695,0,0,0,0,0,0,0,0.065711195,0,0,0,0,0,0,0,0,0,0,0,0.000690608,0,0,0,0,0,0,0,0,0,0,0.000760264,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.011852502,0,0,0,0,0,0,0.002923977,0,0,0,0,0,0.08811749,0,0,0.000428571,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.028711256,0,0,0,0,0,0,0,0,0,0,0.052908841,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.068376068,0,0,0,0,0,0,0,0,0,0,0.055555556,0,0,0,0,0,0,0,0,0,0,0.03960396,0,0,0,0,0,0,0,0,0,0,0.025641026,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.022727273,0,0,0,0,0,0,0,0,0,0,0,0
1761,0.565794259,0.294457151,0.340863025,0.46421061,0.42173999,0.45035491,0.508732304,0.428950365,0.028000393,0.602265897,0.25143665,0.488516698,0.142687041,0,0.000609965,0,0.116309681,0,0,0.270531401,0,0.013020168,0.000884173,0,0,0,0,0.040205933,0,0,0.175229854,0,0,0,0,0,0,0,0,0,0,0,0.231008287,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.005340454,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001683502,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.144385027,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01320132,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.022727273,0,0,0,0,0,0,0,0,0,0,0,0
1762,0.400826529,0.252178953,0.335861745,0.592770986,0.423877383,0.306614969,0.35600285,0.583763214,0.271106063,0.638740522,0.448132348,0.387273092,0.013395515,0,0.25336434,0,0.525188465,0,0,0,0,0.096374777,0.000442087,0,0,0,0,0,0,0,0.373715522,0,0,0,0,0,0,0,0,0,0,0,0.018128453,0,0,0,0,0,0,0,0,0,0,0.000506842,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.015240185,0,0,0,0,0,0,0,0,0,0.097463284,0,0,0,0,0,0,0,0,0.021435863,0,0,0,0,0,0,0,0,0,0,0,0,0,0.013376835,0,0,0,0,0,0,0,0,0,0,0.004809895,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.025641026,0,0,0,0,0,0,0,0,0,0,0.055555556,0,0,0,0,0,0,0,0,0.142857143,0,0.062706271,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.045454545,0,0,0,0,0,0,0,0,0,0,0,0
1763,0.537536968,0.244221731,0.379879573,0.596805532,0.391570586,0.520211655,0.341157049,0.354309107,0.383166064,0.530111602,0.564119608,0.363454017,0.064827677,0,0.237174844,0,0.449363807,0,0,0.069319837,0,0.078121011,0.020925435,0,0,0,0,0.012094468,0,0,0.479358212,0,0,0,0,0,0,0,0,0,0,0,0.001956722,0,0,0,0,0,0,0,0,0,0,0.000506842,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.007706565,0,0,0.007071446,0,0,0,0,0,0,0,0,0,0.012461059,0,0,0,0,0,0,0,0,0.014290575,0,0,0,0,0,0,0,0,0,0,0,0,0,0.029907558,0,0,0,0,0,0,0,0,0,0,0.00091617,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.11965812,0,0,0,0,0,0,0,0,0,0,0.055555556,0,0,0,0,0,0,0,0,0,0,0.099009901,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.022727273,0,0,0,0,0,0,0,0,0,0,0,0
1764,0.695057063,0.269611808,0.422911337,0.590159159,0.406747374,0.471159855,0.120192825,0.380165098,0.647044302,0.703008015,0.303111631,0.385317421,0.029767811,0,0.188784263,0,0.278329544,0,0,0,0,0.009701302,0,0,0,0,0,0,0,0,0.269064359,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.048656868,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.200468247,0,0,0.021458181,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.13133719,0,0,0,0,0,0,0,0,0,0,0,0,0,0.340619902,0,0,0,0,0,0,0,0,0,0,0.054970224,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.076923077,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.03960396,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.045454545,0,0,0,0,0,0,0,0,0,0,0,0
1765,0.452247737,0.236516345,0.310877001,0.473302544,0.428130767,0.453249475,0.55545796,0.658650101,0.529298906,0.527596419,0.471947087,0.5701033,0.031752332,0,0.079600473,0,0.284551873,0,0,0,0,0.089481746,0.044650752,0,0,0,0,0,0,0,0.215116279,0,0,0,0,0,0,0,0,0,0,0,0.00086326,0,0,0,0,0,0,0,0,0,0,0.028383173,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.005044626,0,0,0,0.103453322,0,0,0.036698366,0,0,0,0,0,0,0,0,0,0.20293725,0,0,0,0,0,0,0,0,0.183906091,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000815661,0,0,0,0,0,0,0,0,0,0,0.016949153,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.136752137,0,0,0,0,0,0,0,0,0,0,0.083333333,0,0,0,0,0,0,0,0,0,0,0.04950495,0,0,0,0,0,0,0,0,0,0,0.051282051,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.022727273,0,0,0,0,0,0,0,0,0,0,0,0
1766,0.472716003,0.274833087,0.323069338,0.515093874,0.43945039,0.593076174,0.35809095,0.400361932,0.39315764,0.744661945,0.52858527,0.298766423,0.038102798,0,0.46715718,0,0.312791672,0,0,0,0,0.164794486,0.08974359,0,0,0,0,0,0,0,0.098972418,0,0,0,0,0,0,0,0,0,0,0,0.061809392,0,0,0,0,0,0.144672897,0,0,0,0,0.00430816,0,0,0,0,0,0,0,0,0,0.224137931,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.075,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.012561175,0,0,0,0,0,0,0,0,0,0,0.065048099,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.076923077,0,0,0,0,0,0.076923077,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.03630363,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1767,0.442900541,0.286770818,0.408489312,0.668621292,0.460550307,0.452100504,0.360368557,0.444218519,0.340248519,0.526028785,0.369396686,0.468533748,0.017860687,0,0.250924479,0,0.421084121,0,0,0,0,0.151199898,0.070733864,0,0,0,0,0,0,0,0.15542185,0,0,0,0,0,0,0,0,0,0,0,0.083563536,0,0,0,0,0,0.031962617,0,0,0,0,0.004688292,0,0,0,0,0,0,0,0,0,0.122126437,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.002268071,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.006849315,0.001607143,0,0,0,0,0,0.000850629,0,0,0,0,0,0,0,0,0,0,0,0,0,0.004404568,0,0,0,0,0,0,0,0,0,0,0.058405863,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.085470085,0,0,0,0,0,0,0,0,0,0,0.083333333,0,0,0,0,0,0,0,0,0,0,0.062706271,0,0,0,0,0,0,0,0,0,0,0.025641026,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1768,0.590369361,0.27169121,0.560642105,0.757398842,0.450725049,0.504166113,0.25757391,0.489078516,0.504951358,0.511384021,0.427670302,0.230401498,0.024806509,0,0.553035213,0,0.269793786,0,0,0.004754237,0,0.079312399,0.11965812,0,0.00091954,0,0,0,0,0,0.325310979,0,0,0,0,0,0,0,0,0,0,0,0.030156538,0,0,0,0,0,0.062056075,0,0,0,0,0.001689475,0,0,0,0,0,0,0,0,0,0.024265645,0,0,0,0,0,0,0,0.001339136,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.014099082,0,0,0,0.039215686,0,0,0,0,0,0,0.001949318,0,0,0,0,0,0.089007566,0,0.011415525,0,0,0,0,0,0,0.115231938,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.021530005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.094017094,0,0,0,0.5,0,0,0,0,0,0,0.027777778,0,0,0,0,0,0,0,0,0.142857143,0,0.04620462,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.022727273,0,0,0,0,0,0,0,0,0,0,0,0
